matchedPattern,context,lineNumber,columnNumber,publicationName
PS00629,"...List/. Reported Prosite motifs are 1 (N-terminal; PS00629): [FWV]-x(0,1)- [LIVM]-D-P- [LIVM]-D- [SG]...",198,377,BMC_Microbiol_2010_Feb_18_10_50.txt
PS00629,"...List/. Reported Prosite motifs are 1 (N-terminal; PS00629): [FWV]-x(0,1)- [LIVM]-D-P- [LIVM]-D- [SG]...",198,377,BMC_Microbiol_2010_Feb_18_10_50.txt
