matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q8N0W5,NX_Q8N0W5	IQCK	16	1	1	43.57	√	...,657,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
