matchedPattern,context,lineNumber,columnNumber,publicationName
AB055625.1,F	AB055625.1	Ija-For,92,3,BMC_Genomics_2016_Aug_9_17_597.txt
AB055625.1,F	AB055625.1	Ija-Fcox,94,3,BMC_Genomics_2016_Aug_9_17_597.txt
AB055625.1,F	AB055625.1	Ija-Fatp,96,3,BMC_Genomics_2016_Aug_9_17_597.txt
