matchedPattern,context,lineNumber,columnNumber,publicationName
Q1E404,...DH:ubiquinone reductase – Neurospora crassa	2E-54	Q1E404	Hypothetical protein; n = 1; Coccidioides i...,146,116,BMC_Genomics_2009_Feb_4_10_61.txt
