matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q96KX1,NX_Q96KX1	C4orf36	4	1	1	44.7	√...,654,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
