matchedPattern,context,lineNumber,columnNumber,publicationName
P01011,"...sin (also known as serpin A3) (SERPINA3; UniProt: P01011), and kallikrein-4 (KLK4; UniProt: Q9Y5K2) ...",143,526,PLoS_Biol_2014_May_27_12(5)_e1001869.txt
