matchedPattern,context,lineNumber,columnNumber,publicationName
EC 2.7.7.48,Viral RNA-dependent RNA polymerases (RdRP; EC 2.7.7.48) are a distinct group within the super...,153,44,BMC_Biol_2016_Aug_15_14_68.txt
EC 2.7.7.48,Viral RNA-dependent RNA polymerases (RdRP; EC 2.7.7.48) are a distinct group within the super...,153,44,BMC_Biol_2016_Aug_15_14_68.txt
