matchedPattern,context,lineNumber,columnNumber,publicationName
T3N0M0,Stage III T3N0M,35,11,Acta_Otorhinolaryngol_Ital_2011_Feb_31(1)_5-10.txt
T3N0M0,"...ent	Classic	Present	Positive, 2	Negative	Negative	T3N0M0",71,71,Acta_Otorhinolaryngol_Ital_2015_Oct_35(4)_234-242.txt
T3N0M0,epiglottis	T3N0M0	N	Dysphonia	Supraglotti,47,12,Acta_Otorhinolaryngol_Ital_2016_Aug_36(4)_289-294.txt
T3N0M0,with T3N0M0 tumors hav,398,6,Adv_Urol_2008_Aug_26_2008_916463.txt
T3N0M0,... by a factor of 1.5 in the tumor stage TisN0M0 to T3N0M0 and decreased in stage T4N0M0. The same aut...,43,474,Adv_Urol_2011_Aug_29_2011_701481.txt
T3N0M0,...adelo J    Adjuvant radiotherapy for pathological T3N0M0 prostate cancer significantly reduces risk ...,210,81,Adv_Urol_2012_Jan_12_2012_706309.txt
T3N0M0,...adelo J    Adjuvant radiotherapy for pathological T3N0M0 prostate cancer significantly reduces risk ...,209,81,Adv_Urol_2012_Nov_1_2012_641689.txt
T3N0M0,...adelo J    Adjuvant radiotherapy for pathological T3N0M0 prostate cancer significantly reduces risk ...,161,81,Adv_Urol_2012_Jan_31_2012_612707.txt
T3N0M0,...oneal lymph node dissection	Mixed germ cell tumor T3N0M0	1,101,74,Adv_Urol_2012_Apr_10_2012_609531.txt
T3N0M0,6	60/M	T3N0M0	Total maxillectomy + radiation therapy + ch...,100,8,Am_J_Case_Rep_2014_Oct_24_15_454-458.txt
T3N0M0,8	80/F	T3N0M0	Total maxillectomy + radiation therapy + 2n...,102,8,Am_J_Case_Rep_2014_Oct_24_15_454-458.txt
T3N0M0,11	60/M	T3N0M0	Total maxillectomy + radiation therapy + ch...,105,9,Am_J_Case_Rep_2014_Oct_24_15_454-458.txt
T3N0M0,"...adenocarcinoma, moderately differentiated, at the T3N0M0 stage. The patient has been followed up wit...",14,2056,Ann_Coloproctol_2013_Aug_29_29(4)_167-171.txt
T3N0M0,...mph node involvement of 12 lymph nodes dissected (T3N0M0) with MSI-H histology (Fig. 4 A). The peria...,12,1152,Ann_Gastroenterol_2014_27(3)_276-279.txt
T3N0M0,"...le patient underwent pylorus-preserving PD due to T3N0M0 distal common bile duct cancer, only to suf...",42,67,PMC5353904.txt
T3N0M0,Tumor stage	T3N0M0	10,115,13,Ann_Lab_Med_2016_May_23_36(3)_223-229.txt
T3N0M0,"...ic ultrasonography have been executed to staging (T3N0M0). The size of the tumor >6 cm, histopatholo...",3,1905,Ann_Maxillofac_Surg_2011_Jul-Dec_1(2)_176-180.txt
T3N0M0,...lity therapy for less advanced diseases including T3N0M0 and T3N1M0 based on the physician’s discret...,25,900,Ann_Surg_Oncol_2012_Aug_7_19(8)_2685-2692.txt
T3N0M0,1	66/M	IIA/T3N0M0	152	96/1.4	1411	6	SD	42,33,12,Ann_Surg_Oncol_2010_Jul_30_17(7)_1747-1757.txt
T3N0M0,2	74/M	IIA/T3N0M0	63	64/22	ND	ND	SDb	44,34,12,Ann_Surg_Oncol_2010_Jul_30_17(7)_1747-1757.txt
