matchedPattern,context,lineNumber,columnNumber,publicationName
Q9UKV8, AGO2 (Q9UKV8)	Lys402Arg	K402	PYVREFGIMVKD EMTDVTGRV	Expe...,195,8,Sci_Rep_2015_Jul_8_5_10900.txt
