matchedPattern,context,lineNumber,columnNumber,publicationName
1.3.1.8,1.3.1.8	PF11_0370	—	—,165,1,Adv_Bioinformatics_2011_Mar_29_2011_743782.txt
1.3.1.8,1.3.1.8	PF11_0370	—	—,165,1,Adv_Bioinformatics_2011_Mar_29_2011_743782.txt
