matchedPattern,context,lineNumber,columnNumber,publicationName
PS50936,NP_BIND	9	PS50936/ENGC_GTPASE,101,11,Nucleic_Acids_Res_2006_Jul_1_34(Web_Server_issue)_W362-W365.txt
