matchedPattern,context,lineNumber,columnNumber,publicationName
Q923J6,Q923J6	Dynein heavy chain 12	2	366.7	27.6	n.a.	n.a...,135,1,Int_J_Mol_Sci_2013_Jun_24_14(7)_12914-12930.txt
