matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_0N66,"...ID, RRID#: AG08498, RRID:CVCL_1Y51; AG07095, RRID:CVCL_0N66; AG11732, RRID:CVCL_2E35; AG04060, RRID:...",121,240,eLife_5_e18648.txt
