matchedPattern,context,lineNumber,columnNumber,publicationName
P35240, NF2 (P35240)	Lys76Arg	K76	YTIKDTVAWLKM DKKVLDHDV	Experi...,194,7,Sci_Rep_2015_Jul_8_5_10900.txt
