matchedPattern,context,lineNumber,columnNumber,publicationName
Q3THE6,Ferritin light chain	Q3THE6	8	0	22,33,21,Angew_Chem_Int_Ed_Engl_2014_Sep_15_53(38)_10077-10081.txt
