matchedPattern,context,lineNumber,columnNumber,publicationName
P57071,"zinc finger protein 15 (PRD15, P57071, 21q22.3), and the leucine-ric",636,32,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
P57071,P57071	PR domain zinc finger protein 15	transcript...,676,1,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
