matchedPattern,context,lineNumber,columnNumber,publicationName
XP_002915182.1,GpHerp2	Herp2	96	50	n/m*	XP_002915182.1	Herp2,124,27,PLoS_One_2011_Nov_9_6(11)_e26878.txt
