matchedPattern,count
P9MDH5,25502
P60012,15840
K2HPO4,8972
K2V617,7763
P00000,7520
P21212,6694
C9ORF7,6571
H4HCO3,5618
B6C3F1,5540
U2AF65,4855
L1TR00,2770
R1A1A2,2427
T2N0M0,2173
H2AK11,2159
K5RAP2,2127
T1N0M0,2089
P90AA1,2058
T3N0M0,1879
P30CA0,1674
L1RR02,1611
B6D2F1,1576
P20GM1,1474
O97805,1448
U2AF35,1408
P20187,1345
P388D1,1281
P00002,1201
R1A2A2A010,1161
P20RR0,1100
T3N1M0,1067
P90AB1,1065
P00001,1032
P30DK0,945
T6GAL1,935
R1A1A1,920
O00000,883
F4EBP1,880
O49290,873
C2H3O2,870
T2N1M0,850
P43212,847
H2BK12,839
H1R132,822
C6H6N2,766
P19CL6,763
S1M146,742
Q00000,735
P707A1,718
T4N0M0,718
O90131,710
P41212,692
P707A2,639
Q22536,637
F2IRD1,636
H3PXD2,632
R0L075,626
P20009,620
P11010,615
P13010,601
D2S123,598
C6H5O7,579
P30ES0,563
P12010,559
M3CSK4,552
D5S346,543
O01000,543
H3K122,541
P55845,534
P53BP1,532
P30EY0,524
B3GAP1,523
P32953,518
P41GM1,515
P42112,511
P2OD00,509
P55940,509
P10008,508
K2S2O8,504
P00003,498
P50CA1,488
C6H2N3,480
P30AI0,480
T4N1M0,469
T3N2M0,467
P2RY12,466
L2TR00,453
P00005,447
P12510,446
D7S820,441
D3S135,438
P30CA1,436
R1A1A3,432
T0E028,431
P102A1,427
D5S818,423
P57380,419
T8SIA2,416
P01000,407
P6V1B2,405
P14010,404
