matchedPattern,context,lineNumber,columnNumber,publicationName
P07658,"...ly occurs in two entries in Swiss-Prot Version 9; P07658 and P07203 (the leftmost point, SP_ALL, is ...",150,263,PLoS_One_2013_Oct_15_8(10)_e75541.txt
P07658,"...ly occurs in two entries in Swiss-Prot Version 9; P07658 and P07203 (the leftmost point, SP_ALL, is ...",150,263,PLoS_One_2013_Oct_15_8(10)_e75541.txt
