matchedPattern,context,lineNumber,columnNumber,publicationName
P45974,ubiquitin carboxyl-terminal hydrolase 5	P45974-2	C19.001	 ,1046,41,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
P45974,ubiquitin carboxyl-terminal hydrolase 5	P45974	C19.001	 ,1047,41,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
