matchedPattern,context,lineNumber,columnNumber,publicationName
Q9GJT2, 15	Q9GJT2	Ssc.217	S-formylglutathione hydrolase	ESD	7...,163,5,Asian-Australas_J_Anim_Sci_2016_Nov_30_29(11)_1653-1663.txt
