matchedPattern,context,lineNumber,columnNumber,publicationName
Q548T3,2	Q548T3	CYP27B1 cytochrome P450	1 (1)	Ergocalcifero...,175,3,PLoS_One_2014_Dec_18_9(12)_e115460.txt
Q548T3,2	Q548T3	CYP27B1 cytochrome P450	1 (1)	Ergocalcifero...,175,3,PLoS_One_2014_Dec_18_9(12)_e115460.txt
