matchedPattern,context,lineNumber,columnNumber,publicationName
EOG78PV82,DCR-1	EOG78PV82	DICER1	2.00E-167	Exp...,182,6,G3_(Bethesda)_2015_Feb_10_5(4)_639-653.txt
