matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q8NDH2,NX_Q8NDH2	CCDC168	13	1	1	40.58	√	HEK,662,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
