matchedPattern,context,lineNumber,columnNumber,publicationName
H14A,H14A	0.9554	1.0394	0.6033	0.022*,225,1,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
H14A,C3—C4	1.396 (2)	C14—H14A	0.9500,275,21,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
H14A,C3—C4—H4A	120.5	C13—C14—H14A	119.5,300,25,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
H14A,C5—C4—H4A	120.5	C15—C14—H14A	119.5,301,25,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
H14A,C14—H14A···O2ii	0.95	2.57	3.477 (2)	160,349,5,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
H14A,C14—H14A⋯O2i,368,5,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
H14A,H14A	0.3753	0.2467	0.8599	0.053*,405,1,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
H14A,C29—C35	1.555 (3)	O14—H14A	0.9800,573,23,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
H14A,C35—C29—H29	111.3	C33—O14—H14A	109.3,745,27,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
H14A,O14—H14A···O6i	0.98	2.27	2.927 (2)	123,874,5,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
H14A,H14A	0.6236	0.2016	0.2168	0.042*,141,1,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_965-971.txt
H14A,C3—C4	1.409 (7)	C14—H14A	0.9800,182,21,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_965-971.txt
H14A,S1—C5—H5	123.9	O3—C14—H14A	109.5,204,23,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_965-971.txt
H14A,C1—C6—H6	118.9	H14A—C14—H14B	109.5,207,16,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_965-971.txt
H14A,C7—C6—C1	122.1 (5)	H14A—C14—H14C	109.5,208,20,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_965-971.txt
H14A,C14—H14A···O1ii	0.98	2.59	3.495 (6)	154,240,5,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_25_71(Pt_8)_965-971.txt
H14A,H14A	0.46170	0.85430	0.52770	0.0310*,279,1,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_27_71(Pt_7)_o514-o515.txt
H14A,C2—C3	1.405 (2)	C14—H14A	0.9300,344,21,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_27_71(Pt_7)_o514-o515.txt
H14A,C1—C6—C10	117.48 (12)	C13—C14—H14A	120.00,378,31,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_27_71(Pt_7)_o514-o515.txt
H14A,N1—C10—C6	115.55 (12)	C15—C14—H14A	120.00,379,31,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_27_71(Pt_7)_o514-o515.txt
