matchedPattern,context,lineNumber,columnNumber,publicationName
Q9NY33,dipeptidyl peptidase 3	Q9NY33	M49.001	 ,1022,24,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
