matchedPattern,context,lineNumber,columnNumber,publicationName
P82650,P82650	MRPS22	28S ribosomal protein S22	1	3	41 425...,125,1,Nucleic_Acids_Res_2010_Sep_29_38(16)_5554-5568.txt
P82650,"807	P82650	28S ribosomal protein S22, mitochondrial	41...",91,5,PLoS_One_2013_Sep_4_8(9)_e73285.txt
P82650,P82650	Mitochondrial 28S ribosomal protein S22	-1....,92,1,PLoS_One_2013_Nov_5_8(11)_e79242.txt
P82650,MRPS22—mitochondrial ribosomal protein S22 (P82650)	63.8 1.4x10-4	Protein synthesis (mitochond...,176,45,PLoS_One_2016_Apr_14_11(4)_e0148500.txt
P82650,"P82650	28 S ribosomal protein S22, mitochondrial	1...",136,1,PMC5259699.txt
P82650,"P82650	28 S ribosomal protein S22, mitochondrial	1...",136,1,PMC5259699.txt
