matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_8916,"...c; NF1 wild type; RRID:CVCL_8917), and 8814 (RRID:CVCL_8916), 88-3, S462TY (RRID:CVCL_1Y70), T265 (R...",35,83,EBioMedicine_2016_Jun_4_9_110-119.txt
