matchedPattern,context,lineNumber,columnNumber,publicationName
NC_019634.1,"...omya bezziana, NC_019632.1; Chrysomya rufifacies, NC_019634.1; Chrysomya megacephala, NC_019633.1; L...",61,218,BMC_Genomics_2016_Oct_28_17_842.txt
