matchedPattern,context,lineNumber,columnNumber,publicationName
NX_A6NNF4,NX_A6NNF4	ZNF726	19	2	1	43.39	√	HEK,659,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
