matchedPattern,context,lineNumber,columnNumber,publicationName
O7H7O6,O7H7O6	0.92(3)	1.63(3)	2.479(2...,485,1,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_3_71(Pt_7)_o442-o443.txt
