matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q9BQ87,NX_Q9BQ87	TBL1Y	Y	76	10	100.66...,635,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
