matchedPattern,context,lineNumber,columnNumber,publicationName
C2S193,APOB	87	C2S193	0.041607	2	21078990	APOB	Nonsynonymous	G	0....,149,9,BMC_Proc_2011_Nov_29_5(Suppl_9)_S76.txt
