matchedPattern,context,lineNumber,columnNumber,publicationName
Q96FV2,secernin-2	Q96FV2	C69.004	 ,1039,12,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
Q96FV2,secernin-2	Q96FV2	C69.004	 ,1039,12,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
