matchedPattern,count
2.30.29.30,1
2.4.1.299,1
3.4.11.14,1
EC 2.1.1.410,1
2.10.1.47,1
2.1.3.13,1
3.24.64.74,1
3.1.2.26,1
3.41.8.46,1
3.4.1.11,1
1.1.1.127,1
2.12.1.42,1
1.14.99.20,1
1.3.1.8,1
5.5.51.5,1
2.17.-6.17,1
1.8.1.5,1
5.4.21.16,1
3.3.4.140,1
4.1.1.16,1
4.5.4.2,1
EC 1.6.4.5,1
EC 1.3.1.58,1
3.13.8.2,1
6.1.4.1,1
EC 3.4.1.2,1
3.43.53.213,1
2.3.57.11,1
2.7.7.220,1
1.8.5.3,1
EC 1.8.99.4,1
3.10.4.3,1
3.2.1.160,1
4.5.6.440,1
EC 2.4.1.333,1
3.3.9.392,1
EC 2.4.1.153,1
EC 3.4.24.83,1
EC 1.13.13.11,1
3.7.4.21,1
1.14.13.183,1
EC 1.6.3.3,1
EC 1.1.1.244,1
1.15.1.6,1
2.4.5.2,1
1.12.8.1,1
5.55.34.5,1
2.24.2.3,1
3.1.8.6,1
EC 4.3.1.15,1
3.11.3.1,1
1.11.2.3,1
1.5.8.15,1
3.11.12.11,1
1.1.27.142,1
5.4.99.6,1
6.1.3.4,1
2.7.11.34,1
4.6.4.1,1
1.10.40.30,1
3.1.26.12,1
1.2.4.400,1
3.4.21.6,1
4.4.9.3,1
1.14.14.12,1
EC 2.7.1.46,1
EC 3.1.26.12,1
3.5.9.1,1
5.64.1.1,1
6.14.51.91,1
EC 3.2.1.178,1
1.8.1.6,1
1.4.3.9,1
EC 3.4.21.87,1
2.7.2.958,1
1.2.1.622,1
1.20.89.10,1
2.10.55.10,1
EC 2.7.7.63,1
2.4.99.3,1
1.1.4.39,1
1.9.1.71,1
3.40.50.70,1
1.1.86.683,1
6.4.2.10,1
3.4.9.3,1
3.2.9.3,1
EC 2.8.3.3,1
2.2.16.1,1
3.93.63.813,1
2.15.1.65,1
6.5.3.1,1
EC 3.1.5.16,1
2.4.6.4,1
EC 3.5.2.10,1
1.4.99.5,1
2.1.2.25,1
2.7.1.174,1
2.5.1.8,1
2.1.1.53,1
1.1.21.66,1
4.4.1.6,1
3.11.3.4,1
1.44.27.40,1
1.11.3.2,1
1.1.1.173,1
2.5.2.9,1
3.8.1.3,1
2.13.1.106,1
4.1.13.2,1
1.3.6.130,1
3.6.4.6,1
1.16.1.2,1
1.3.1.75,1
4.1.2.23,1
1.14.11.10,1
3.1.27.8,1
4.2.1.57,1
4.2.3.39,1
3.52.73.63,1
2.2.4.129,1
4.4.6.3,1
1.3.3.19,1
5.2.3.4,1
2.1.1.184,1
3.9.32.502,1
4.5.2.5,1
2.1.1.192,1
3.2.7.8,1
3.32.1.1,1
3.42.1.8,1
1.17.22.27,1
EC 1.11.7.6,1
2.4.1.51,1
EC 1.13.1.12,1
EC 1.10.3.4,1
2.6.5.1,1
5.1.1.30,1
1.2.99.-,1
