matchedPattern,context,lineNumber,columnNumber,publicationName
ZP_03131538.1,Chthoniobacter flavus	ZP_03128876.1	ZP_03131538.1	52	ZP_03129142.1	1 (1),84,37,Front_Microbiol_2012_Aug_20_3_304.txt
