matchedPattern,context,lineNumber,columnNumber,publicationName
NX_P59817,NX_P59817	ZNF280A	22	1	1	48.17	 	HEK,651,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
