matchedPattern,context,lineNumber,columnNumber,publicationName
NX_P0CG32,NX_P0CG32	ZCCHC18	PE3	Brain?; will be difficult to...,122,1,Database_(Oxford)_2016_May_12_2016_baw070.txt
NX_P0CG32,"..., the status of three entries (NX_Q8IYS8, BOD1L2; NX_P0CG32, ZCCHC18 and NX_C9J798, RASA4B) has been...",126,508,Database_(Oxford)_2016_May_12_2016_baw070.txt
