matchedPattern,context,lineNumber,columnNumber,publicationName
Q8FM62,Cg3119 (Fpr2)	457	4.88	50.1	Q8FM62	C. efficiens	Putative ...,52,28,BMC_Genomics_2005_Sep_13_6_121.txt
