matchedPattern,context,lineNumber,columnNumber,publicationName
XP_001183590.1,...ine deaminase	Strongylocentrotus purpuratus	3E-16	XP_001183590.1,86,94,BMC_Genomics_2007_Jun_8_8_157.txt
XP_001183590.1,...ine deaminase	Strongylocentrotus purpuratus	3E-16	XP_001183590.1,103,94,BMC_Genomics_2007_Jun_8_8_157.txt
XP_001183590.1,...ine deaminase	Strongylocentrotus purpuratus	3E-16	XP_001183590.1,124,94,BMC_Genomics_2007_Jun_8_8_157.txt
