matchedPattern,context,lineNumber,columnNumber,publicationName
NW_004676457.1,...alpha 2	COL5A2	-0.6992	1.14E-38	-0.49349	8.29E-20	NW_004676457.1,83,67,PLoS_One_2015_Dec_2_10(12)_e0143378.txt
