matchedPattern,context,lineNumber,columnNumber,publicationName
3.5.1.12,"...l of its specific enzyme activities (EC 2.3.1.47, 3.5.1.12, 6.2.1.14, 6.2.1.11 and 6.3.3.3) are not ...",174,512,BMC_Genomics_2010_Feb_1_11_81.txt
3.5.1.12,"...l of its specific enzyme activities (EC 2.3.1.47, 3.5.1.12, 6.2.1.14, 6.2.1.11 and 6.3.3.3) are not ...",174,512,BMC_Genomics_2010_Feb_1_11_81.txt
3.5.1.12,"...logy and Nanomaterials’ 2010 to 2014, project no. 3.5.1.12/19",75,195,Nanoscale_Res_Lett_2015_Feb_6_10_51.txt
3.5.1.12,"...omaterials’ 2010-2014, project No. 3.5.1.28/9 and 3.5.1.12",104,207,Nanoscale_Res_Lett_2014_Dec_23_9_693.txt
