matchedPattern,context,lineNumber,columnNumber,publicationName
3.4.14.1,3.4.14.1	dipeptidyl aminopeptidase 1	No	No	Precurs...,160,1,BMC_Syst_Biol_2010_Aug_31_4_120.txt
3.4.14.1,3.4.14.1	dipeptidyl aminopeptidase 1	No	No	Precurs...,160,1,BMC_Syst_Biol_2010_Aug_31_4_120.txt
