matchedPattern,context,lineNumber,columnNumber,publicationName
P20742,Pregnancy zone protein				✓		1	NF	P20742	8.4E+06	(Petersen et al. 1990)	A prominent ...,366,35,Biomark_Insights_2007_Feb_7_1_1-48.txt
P20742,22	Pregnancy-zone protein	P20742	PZP	164	422.01	10.86	11	0.803	n.d.	n.d.,122,27,BMC_Complement_Altern_Med_2015_Feb_5_15_9.txt
P20742,"..., P02671, P02679, P06396, P10809, Q12794, P17936, P20742, P02753, P02735, P02735, P35542, P01011, P0...",138,1310,BMC_Complement_Altern_Med_2015_Feb_5_15_9.txt
P20742,"...e also recorded for pregnancy zone protein (PZP) (P20742), thereby indicating that our assay is inde...",80,569,J_Biomed_Biotechnol_2010_Nov_5_2010_952047.txt
P20742,1	P20742	31.5	Pregnancy zone protein	Ligand-mediated...,137,3,J_Biomed_Biotechnol_2010_Nov_5_2010_952047.txt
P20742,"... for A2M or pregnancy zone protein (PZP, UniProt: P20742), which use a physical trapping mechanism t...",141,1068,PLoS_Biol_2014_May_27_12(5)_e1001869.txt
P20742,"... for A2M or pregnancy zone protein (PZP, UniProt: P20742), which use a physical trapping mechanism t...",141,1068,PLoS_Biol_2014_May_27_12(5)_e1001869.txt
P20742,P20742	PZP	Pregnancy zone protein	cytokine activit...,101,1,PLoS_One_2014_Nov_13_9(11)_e111645.txt
P20742,25	P20742	PZP	1.5091	0.0019	0.9166	0.4178	1.2047	0.04...,100,4,PLoS_One_2016_Jun_28_11(6)_e0156959.txt
P20742,P20742	PZP	Pregnancy zone protein	Inhibits all fou...,346,1,Sci_Rep_2016_Aug_1_6_30800.txt
P20742,(+) 31	pregnancy zone protein	P20742	a,234,31,Viruses_2015_Feb_10_7(2)_559-589.txt
