matchedPattern,context,lineNumber,columnNumber,publicationName
A4X6H5,1611972_s_at	CF519112	TC53292	A4X6H5	Cytochrome b	ENERGY	3	11.63,687,31,BMC_Genomics_2007_Nov_22_8_429.txt
