matchedPattern,context,lineNumber,columnNumber,publicationName
ZP_07949109.1,"napD	contig124_35847_36104	258	ZP_07949109.1 Eggerthella sp. 1_3_56FAA	38	101,2	B...",65,33,Front_Microbiol_2012_Oct_18_3_371.txt
