matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_2A42,"...CVCL_2A69; AG04057, RRID:CVCL_2A44; AG04055, RRID:CVCL_2A42; AG13349, RRID:CVCL_2G05; AG13129, RRID:...",121,465,eLife_5_e18648.txt
