matchedPattern,context,lineNumber,columnNumber,publicationName
rs6627852,rs6627852 	 A 	0.000470 	rs16822723 	 A 	0.000590 ...,413,1,Comput_Math_Methods_Med_2013_Sep_24_2013_340678.txt
