matchedPattern,context,lineNumber,columnNumber,publicationName
Q14773,4	Q14773	2	10,547,3,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
Q14773,"intercellular adhesion molecule 4 (ICAM4, Q14773, 19p13.2), was enable",650,43,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
Q14773,Q14773	intercellular adhesion molecule 4	transcrip...,672,1,J_Proteome_Res_2014_Apr_4_13(4)_2028-2044.txt
