matchedPattern,context,lineNumber,columnNumber,publicationName
XP_001088438.1,...-family member 12 isoform II	Macaca mulatta	6E-10	XP_001088438.1,83,95,BMC_Genomics_2007_Jun_8_8_157.txt
XP_001088438.1,...-family member 12 isoform II	Macaca mulatta	6E-10	XP_001088438.1,101,95,BMC_Genomics_2007_Jun_8_8_157.txt
XP_001088438.1,...-family member 12 isoform II	Macaca mulatta	6E-10	XP_001088438.1,123,95,BMC_Genomics_2007_Jun_8_8_157.txt
