matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q9H2H0,NX_Q9H2H0	CXXC4	4	1	1	39.19	√	HEK,665,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
