matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q14585,NX_Q14585	ZNF345	19	1	1	57.3	√	HEK,646,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
