matchedPattern,context,lineNumber,columnNumber,publicationName
EC 3.4.21.3,"AVAVVKKGSNF (Chymase EC 3.4.212.39, Metridin EC 3.4.21.3)	Lactoferrin f(94–104)	2.0	10.6	1119.3...",94,46,Int_J_Mol_Sci_2014_Aug_20_15(8)_14531-14545.txt
