matchedPattern,context,lineNumber,columnNumber,publicationName
3.41.8.46,"Black	487	7	36.18 (32.05, 40.84)	5.37 (3.41.8.46)	0.989 (0.896, 1.091)	0.823	1.003 (0.909...",100,40,Oncotarget_2015_Jun_10_6(18)_16766-16773.txt
