matchedPattern,context,lineNumber,columnNumber,publicationName
O75533,SF3B1	O75533	K700E	Ubiquitylation	breast cancer; diffuse...,237,7,Nucleic_Acids_Res_2014_Oct_13_42(18)_11570-11588.txt
