matchedPattern,context,lineNumber,columnNumber,publicationName
NX_A6NCM1,NX_A6NCM1	IQCA1L	7	1	1	40.63	√	HEK,661,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
