matchedPattern,context,lineNumber,columnNumber,publicationName
AB041245.1,...); G. mangiferae (ID:AM403717.1); G. laricina (ID:AB041245.1); G. philoprina (ID:AB095507.1); G. phi...,80,876,ScientificWorldJournal_2012_May_15_2012_368286.txt
