matchedPattern,context,lineNumber,columnNumber,publicationName
NX_P0CB46,8	NX_P0CB46	CASP16	likely unobse...,82,2,Database_(Oxford)_2016_May_12_2016_baw070.txt
NX_P0CB46,"For NX_P0CB46 (CASP16, line 8), tw...",105,4,Database_(Oxford)_2016_May_12_2016_baw070.txt
NX_P0CB46,"...t protein coding). Therefore, NX_P0CB46 has been deleted fro...",105,209,Database_(Oxford)_2016_May_12_2016_baw070.txt
NX_P0CB46,NX_P0CB46	CASP16	Deleted,118,0,Database_(Oxford)_2016_May_12_2016_baw070.txt
