matchedPattern,context,lineNumber,columnNumber,publicationName
Q9HC84,16	113.54	Q9HC84	Mucin-5B	77	1.37	7.28E − 03	1.47	1.51E − 0...,193,10,Biomed_Res_Int_2015_May_18_2015_343501.txt
