matchedPattern,context,lineNumber,columnNumber,publicationName
PS50322,"... |PS50013, 15.363 | PS50079, 4 | PS50313, 9.155 | PS50322, 9.138 | PS50324, 24.763 | PS51192, 25.932...",59,1129,BMC_Syst_Biol_2012_Jul_16_6(Suppl_1)_S19.txt
