matchedPattern,context,lineNumber,columnNumber,publicationName
NC_006840.2,"V. fischeri ES114	NC_006841.2, NC_006840.2	4.27	3817	2005/02/11	Completed",302,32,BMC_Microbiol_2015_Oct_26_15_239.txt
