matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_2A72,"...CVCL_2A55; AG04349, RRID:CVCL_2A62; AG04379, RRID:CVCL_2A72; AG04056, RRID:CVCL_2A43; AG04356, RRID:...",121,365,eLife_5_e18648.txt
