matchedPattern,context,lineNumber,columnNumber,publicationName
PS51013,"...se proteins “pannexins” (PROSITE accession number PS51013; www.expasy.org/prosite). Three genes, pan...",20,868,J_Cell_Biol_2006_Aug_14_174(4)_535-546.txt
PS51013,"...se proteins “pannexins” (PROSITE accession number PS51013; www.expasy.org/prosite). Three genes, pan...",20,868,J_Cell_Biol_2006_Aug_14_174(4)_535-546.txt
