matchedPattern,context,lineNumber,columnNumber,publicationName
NC_004310.3,1330	bv 1	NC_004310.3†	P12026 (Marinomonas)	9.7	Questionable...,94,11,Front_Microbiol_2016_Jan_28_7_24.txt
